BuscoID	Status	Contig	Start	End	Strand	Score	Length	OrthoDBURL	Description	MeanX	MedX	ModeX	DensX	CN	CIsyst	CIrand	DensK	SelfK	HomPC
31517at3193	Complete	NC_057917.1	83142822	83157901	-	959.1	548	https://www.orthodb.org/v10?query=31517at3193	ABC transporter type 1, transmembrane domain	47.06	48	48	47.35	0.9	0.26	0.25	NA	NA	NA
31559at3193	Complete	NC_057922.1	42810481	42868217	+	966	579	https://www.orthodb.org/v10?query=31559at3193	Gamma-tubulin complex component	49.46	49	49	49.84	0.95	0.27	0.26	NA	NA	NA
31765at3193	Complete	NC_057916.1	77060303	77072419	+	911.4	527	https://www.orthodb.org/v10?query=31765at3193	Propionyl-CoA carboxylase	43.68	43	43	43.54	0.83	0.25	0.23	NA	NA	NA
32024at3193	Complete	NC_057921.1	61749351	61771310	+	604	570	https://www.orthodb.org/v10?query=32024at3193	Forkhead-associated (FHA) domain	53.4	54	59	53.66	1.02	0.28	0.28	NA	NA	NA
32138at3193	Complete	NC_057916.1	18536586	18545372	+	919.3	485	https://www.orthodb.org/v10?query=32138at3193	prolycopene isomerase, chloroplastic	43.62	44	45	43.77	0.83	0.25	0.23	NA	NA	NA
32563at3193	Complete	NC_057917.1	67318163	67324783	+	1219.9	699	https://www.orthodb.org/v10?query=32563at3193	ubiquitin-like modifier-activating enzyme atg7	43.03	43	41	43.04	0.82	0.25	0.22	NA	NA	NA
32798at3193	Complete	NC_057923.1	5230129	5260115	+	1010.2	582	https://www.orthodb.org/v10?query=32798at3193	probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH4	52.7	53	53	53.59	1.02	0.28	0.28	NA	NA	NA
32854at3193	Complete	NC_057919.1	57549560	57576144	-	914.1	611	https://www.orthodb.org/v10?query=32854at3193	Lipase class 3 family protein	41.95	44	34	42.52	0.81	0.25	0.22	NA	NA	NA
32900at3193	Complete	NC_057924.1:7418805-7483213	7418805	7483473	-	740.5	462	https://www.orthodb.org/v10?query=32900at3193	tyrosyl-DNA phosphodiesterase 1 isoform X1	0	0	0	0	0	0	0	NA	NA	NA
33003at3193	Complete	NC_057925.1	43278350	43280437	-	852.5	543	https://www.orthodb.org/v10?query=33003at3193	pentatricopeptide repeat-containing protein At1g62260, mitochondrial	63.55	64	63	63.55	1.21	0.3	0.33	NA	NA	NA
33414at3193	Complete	NC_057925.1	9196067	9206322	-	1173.6	678	https://www.orthodb.org/v10?query=33414at3193	pentatricopeptide repeat-containing protein At2g41720	43.65	42	42	42.34	0.8	0.25	0.22	NA	NA	NA
33439at3193	Complete	NC_057919.1	12718990	12752398	+	965.7	536	https://www.orthodb.org/v10?query=33439at3193	Aminoacyl-tRNA synthetase, class II	52.03	52	54	52.08	0.99	0.27	0.27	NA	NA	NA
33440at3193	Complete	NC_057925.1	55302299	55305408	-	1003.1	582	https://www.orthodb.org/v10?query=33440at3193	pentatricopeptide repeat-containing protein At4g14850	46.4	46	45	46.21	0.88	0.26	0.24	NA	NA	NA
33695at3193	Complete	NC_057916.1	30612111	30644044	+	574.7	462	https://www.orthodb.org/v10?query=33695at3193	actin-related protein 9	53.53	56	60	55.09	1.05	0.28	0.29	NA	NA	NA
34076at3193	Complete	NC_057917.1	2708556	2760795	+	881	539	https://www.orthodb.org/v10?query=34076at3193	ATP-dependent DNA helicase 2 subunit KU80	51.27	51	50	51.05	0.97	0.27	0.26	NA	NA	NA
34144at3193	Complete	NC_057917.1	75282875	75290783	-	1110.6	671	https://www.orthodb.org/v10?query=34144at3193	conserved oligomeric Golgi complex subunit 5	51.76	51	51	51.77	0.98	0.27	0.27	NA	NA	NA
34445at3193	Complete	NC_057918.1	4938622	4960272	-	582	413	https://www.orthodb.org/v10?query=34445at3193	Tetratricopeptide repeat	51.34	51	47	51.02	0.97	0.27	0.26	NA	NA	NA
34701at3193	Complete	NW_025317350.1	24039	26215	-	840.3	509	https://www.orthodb.org/v10?query=34701at3193	pentatricopeptide repeat-containing protein At1g51965, mitochondrial	58.94	59	61	58.99	1.12	0.29	0.31	NA	NA	NA
34990at3193	Complete	NC_057924.1	1883822	1891610	+	840.4	542	https://www.orthodb.org/v10?query=34990at3193	Ribonuclease H superfamily	52.5	52	55	52.62	1	0.27	0.27	NA	NA	NA
35121at3193	Complete	NC_057926.1	9208600	9220306	+	952.4	550	https://www.orthodb.org/v10?query=35121at3193	FAD/NAD(P)-binding domain	50.28	50	52	49.88	0.95	0.27	0.26	NA	NA	NA
35505at3193	Complete	NC_057917.1	55533519	55557364	+	866.5	579	https://www.orthodb.org/v10?query=35505at3193	Rad4 beta-hairpin domain 1	59.76	56	52	58.79	1.12	0.29	0.3	NA	NA	NA
35691at3193	Complete	NC_057925.1	22090922	22196114	-	1115.7	580	https://www.orthodb.org/v10?query=35691at3193	Mg-protoporphyrin IX chelatase	49.05	49	49	49.16	0.93	0.27	0.25	NA	NA	NA
36014at3193	Complete	NC_057917.1	61762874	61815707	-	802.8	458	https://www.orthodb.org/v10?query=36014at3193	phytoene dehydrogenase, chloroplastic/chromoplastic	53.53	53	55	52.08	0.99	0.27	0.27	NA	NA	NA
36036at3193	Complete	NC_057920.1	67614305	67628572	+	1075.3	567	https://www.orthodb.org/v10?query=36036at3193	DNA-binding protein SMUBP-2	54.52	55	55	54.46	1.03	0.28	0.28	NA	NA	NA
36176at3193	Complete	NC_057919.1	65785957	65796259	+	853.8	472	https://www.orthodb.org/v10?query=36176at3193	Glycoside hydrolase family 1	57.95	58	61	57.86	1.1	0.29	0.3	NA	NA	NA
36488at3193	Complete	NC_057926.1	4104810	4133652	-	1032.4	482	https://www.orthodb.org/v10?query=36488at3193	Elongator complex protein 3	52.89	53	53	52.46	1	0.27	0.27	NA	NA	NA
36991at3193	Complete	NC_057923.1	62816097	62825432	+	535	387	https://www.orthodb.org/v10?query=36991at3193	Rhodanese-like domain	47.89	47	47	47.32	0.9	0.26	0.25	NA	NA	NA
37049at3193	Complete	NC_057925.1	46869014	46877144	+	840.5	468	https://www.orthodb.org/v10?query=37049at3193	Ankyrin repeat-containing domain	61.82	62	62	61.9	1.18	0.3	0.32	NA	NA	NA
37262at3193	Complete	NC_057921.1	26562783	26630625	-	856.8	508	https://www.orthodb.org/v10?query=37262at3193	MoeA, C-terminal, domain IV	48.2	48	49	47.24	0.9	0.26	0.24	NA	NA	NA
37298at3193	Complete	NC_057918.1	67418514	67463616	+	1007.5	580	https://www.orthodb.org/v10?query=37298at3193	DEAD-box ATP-dependent RNA helicase 13	53.68	54	53	53.91	1.02	0.28	0.28	NA	NA	NA
37412at3193	Complete	NC_057916.1	27914033	27946277	+	938.7	589	https://www.orthodb.org/v10?query=37412at3193	actin-related protein 5	51.14	51	51	51.57	0.98	0.27	0.27	NA	NA	NA
37548at3193	Complete	NC_057922.1	10324949	10354026	-	1179.4	570	https://www.orthodb.org/v10?query=37548at3193	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	55.51	55	52	55.32	1.05	0.28	0.29	NA	NA	NA
37588at3193	Complete	NC_057922.1	15332003	15344740	+	908.7	506	https://www.orthodb.org/v10?query=37588at3193	START-like domain superfamily	51.4	51	52	51.26	0.97	0.27	0.27	NA	NA	NA
37755at3193	Complete	NC_057924.1	18936038	19009393	+	918.3	514	https://www.orthodb.org/v10?query=37755at3193	Transcription factor, GTP-binding domain	61.92	62	64	62.06	1.18	0.3	0.32	NA	NA	NA
37839at3193	Complete	NC_057920.1	67650561	67652384	+	932.6	515	https://www.orthodb.org/v10?query=37839at3193	pentatricopeptide repeat-containing protein At3g16010	58.1	58	59	58.16	1.11	0.29	0.3	NA	NA	NA
38226at3193	Complete	NC_057918.1	985661	990132	-	916.6	504	https://www.orthodb.org/v10?query=38226at3193	protein NRT1/ PTR FAMILY 6.1	50.69	50	49	50.51	0.96	0.27	0.26	NA	NA	NA
38404at3193	Complete	NC_057916.1	7726318	7728552	+	667.1	539	https://www.orthodb.org/v10?query=38404at3193	Origin recognition complex subunit 3	50.88	52	53	50.93	0.97	0.27	0.26	NA	NA	NA
38669at3193	Complete	NC_057924.1	61037686	61049616	-	832.4	468	https://www.orthodb.org/v10?query=38669at3193	DNA polymerase, Y-family, little finger domain	58.69	61	62	59.21	1.13	0.29	0.31	NA	NA	NA
38784at3193	Complete	NC_057916.1	29185300	29187612	-	953.7	599	https://www.orthodb.org/v10?query=38784at3193	putative pentatricopeptide repeat-containing protein At3g23330	55.86	56	57	55.9	1.06	0.28	0.29	NA	NA	NA
38883at3193	Complete	NC_057918.1	6272219	6279845	-	854.7	450	https://www.orthodb.org/v10?query=38883at3193	anthranilate phosphoribosyltransferase	46.39	46	46	46.46	0.88	0.26	0.24	NA	NA	NA
39058at3193	Complete	NC_057918.1	13515116	13525516	-	826.2	535	https://www.orthodb.org/v10?query=39058at3193	pentatricopeptide repeat-containing protein At5g39350	58.44	59	59	58.61	1.11	0.29	0.3	NA	NA	NA
39795at3193	Complete	NC_057923.1	4446570	4448891	+	863.4	577	https://www.orthodb.org/v10?query=39795at3193	pentatricopeptide repeat-containing protein At1g79540	50.62	51	51	50.62	0.96	0.27	0.26	NA	NA	NA
40093at3193	Complete	NC_057925.1	53793763	53858212	-	960	474	https://www.orthodb.org/v10?query=40093at3193	alpha-1,2-Mannosidase	56.88	58	58	57.87	1.1	0.29	0.3	NA	NA	NA
40169at3193	Complete	NC_057918.1	9029605	9036591	-	796.5	434	https://www.orthodb.org/v10?query=40169at3193	alpha-1,2-Mannosidase	54.15	53	52	54.11	1.03	0.28	0.28	NA	NA	NA
40197at3193	Complete	NC_057920.1	14180302	14195974	-	993.9	567	https://www.orthodb.org/v10?query=40197at3193	DEAD-box ATP-dependent RNA helicase 28	40.81	39	37	38.75	0.74	0.24	0.2	NA	NA	NA
40351at3193	Complete	NC_057923.1	31813389	31951168	+	762.7	470	https://www.orthodb.org/v10?query=40351at3193	AFG1-like ATPase isoform X1	52.27	53	54	52.78	1	0.28	0.27	NA	NA	NA
40517at3193	Complete	NC_057921.1	67289118	67328872	+	674.2	484	https://www.orthodb.org/v10?query=40517at3193	UV-stimulated scaffold protein A homolog	55.55	55	55	55.06	1.05	0.28	0.29	NA	NA	NA
40592at3193	Complete	NC_057920.1	4610996	4619296	-	606.3	478	https://www.orthodb.org/v10?query=40592at3193	Geranylgeranyl transferase type-2 subunit alpha	50.63	50	49	50.42	0.96	0.27	0.26	NA	NA	NA
40659at3193	Complete	NC_057919.1	44897579	44977289	-	677.3	522	https://www.orthodb.org/v10?query=40659at3193	centromere/kinetochore protein zw10 homolog	45.62	46	46	45.46	0.86	0.26	0.24	NA	NA	NA
40669at3193	Complete	NC_057916.1	72632803	72651322	-	773.7	524	https://www.orthodb.org/v10?query=40669at3193	Alpha/Beta hydrolase fold	40.93	40	38	40.55	0.77	0.24	0.21	NA	NA	NA
40708at3193	Complete	NC_057918.1	51717588	51856198	-	824.3	468	https://www.orthodb.org/v10?query=40708at3193	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	44.44	43	53	43.39	0.82	0.25	0.23	NA	NA	NA
40803at3193	Complete	NC_057916.1	32312084	32345271	-	843.5	457	https://www.orthodb.org/v10?query=40803at3193	Imidazole glycerol phosphate synthase hisHF	55.4	55	57	55.16	1.05	0.28	0.29	NA	NA	NA
40809at3193	Complete	NC_057924.1	12297773	12356587	+	911.6	494	https://www.orthodb.org/v10?query=40809at3193	riboflavin biosynthesis protein PYRR, chloroplastic	51.04	51	52	51.08	0.97	0.27	0.26	NA	NA	NA
41334at3193	Complete	NC_057919.1	66500726	66514103	+	665.8	452	https://www.orthodb.org/v10?query=41334at3193	Cell division control protein 24, OB domain 2	66.98	67	64	66.83	1.27	0.31	0.35	NA	NA	NA
41601at3193	Complete	NC_057917.1	82368346	82392049	+	831.7	594	https://www.orthodb.org/v10?query=41601at3193	peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase	57.21	60	63	58.38	1.11	0.29	0.3	NA	NA	NA
41955at3193	Complete	NC_057926.1	42320493	42406303	+	715.5	466	https://www.orthodb.org/v10?query=41955at3193	pre-mRNA-processing protein 40C	53.34	53	52	54.31	1.03	0.28	0.28	NA	NA	NA
42058at3193	Complete	NC_057923.1	2180540	2191659	+	654.2	452	https://www.orthodb.org/v10?query=42058at3193	Zinc finger, RING-type	39.43	39	41	39.38	0.75	0.24	0.2	NA	NA	NA
42242at3193	Complete	NC_057916.1	4298423	4309860	-	1059.3	621	https://www.orthodb.org/v10?query=42242at3193	RNA helicase	41.42	41	40	41.26	0.78	0.24	0.21	NA	NA	NA
42345at3193	Complete	NC_057921.1	59400210	59411418	+	667.5	538	https://www.orthodb.org/v10?query=42345at3193	S1 domain	64.91	65	65	64.82	1.23	0.3	0.34	NA	NA	NA
42368at3193	Complete	NC_057922.1	62460008	62461687	+	783.1	415	https://www.orthodb.org/v10?query=42368at3193	DEAD-box ATP-dependent RNA helicase 47, mitochondrial	61.12	61	61	61.1	1.16	0.3	0.32	NA	NA	NA
42564at3193	Complete	NC_057919.1	68322203	68337631	+	691.1	468	https://www.orthodb.org/v10?query=42564at3193	pumilio homolog 24	55.26	55	57	55.64	1.06	0.28	0.29	NA	NA	NA
42581at3193	Complete	NC_057918.1	10106880	10129980	-	1040.1	561	https://www.orthodb.org/v10?query=42581at3193	pentatricopeptide repeat-containing protein At5g39980, chloroplastic	66.7	67	75	67.36	1.28	0.31	0.35	NA	NA	NA
42644at3193	Complete	NC_057917.1	30687381	30690191	-	692.2	879	https://www.orthodb.org/v10?query=42644at3193	pentatricopeptide repeat-containing protein At1g34160	39.57	40	42	39.65	0.75	0.24	0.21	NA	NA	NA
42802at3193	Complete	NC_057922.1	20485489	20552123	-	809.5	614	https://www.orthodb.org/v10?query=42802at3193	RNA-binding domain superfamily	56.73	56	55	56.28	1.07	0.28	0.29	NA	NA	NA
42938at3193	Complete	NC_057919.1	2415952	2420612	+	898.7	435	https://www.orthodb.org/v10?query=42938at3193	CDK5RAP1-like protein	60.33	61	61	60.39	1.15	0.29	0.31	NA	NA	NA
43116at3193	Complete	NC_057922.1	5313307	5316386	+	667	530	https://www.orthodb.org/v10?query=43116at3193	Armadillo-type fold	54.37	54	56	54.37	1.03	0.28	0.28	NA	NA	NA
43206at3193	Complete	NC_057922.1	17822455	17824683	-	907.8	566	https://www.orthodb.org/v10?query=43206at3193	pentatricopeptide repeat-containing protein At5g01110	60.96	61	62	61.01	1.16	0.3	0.32	NA	NA	NA
43212at3193	Complete	NC_057925.1	29867071	29974960	+	916.8	545	https://www.orthodb.org/v10?query=43212at3193	PPM-type phosphatase domain	41.86	41	40	41.28	0.78	0.24	0.21	NA	NA	NA
43535at3193	Complete	NC_057916.1	4623447	4725193	-	851.6	490	https://www.orthodb.org/v10?query=43535at3193	probable DNA helicase MCM9 isoform X1	53.14	53	57	53.06	1.01	0.28	0.28	NA	NA	NA
43587at3193	Complete	NC_057922.1	5148133	5159087	+	759.4	455	https://www.orthodb.org/v10?query=43587at3193	4-alpha-glucanotransferase	66.31	64	63	65.61	1.25	0.31	0.34	NA	NA	NA
44042at3193	Complete	NC_057918.1	71271379	71276903	-	823.5	515	https://www.orthodb.org/v10?query=44042at3193	GPI transamidase component PIG-T	62.23	61	61	61.8	1.17	0.3	0.32	NA	NA	NA
44473at3193	Complete	NC_057918.1	7777590	7789762	+	741.7	432	https://www.orthodb.org/v10?query=44473at3193	Dual specificity phosphatase, catalytic domain	55.96	57	58	56.2	1.07	0.28	0.29	NA	NA	NA
44590at3193	Complete	NC_057922.1	12279077	12280969	+	760.2	496	https://www.orthodb.org/v10?query=44590at3193	muniscin carboxy-terminal mu-like domain protein	51.84	51	49	51.78	0.98	0.27	0.27	NA	NA	NA
44817at3193	Complete	NC_057922.1	5638153	5641150	+	662.8	364	https://www.orthodb.org/v10?query=44817at3193	violaxanthin de-epoxidase, chloroplastic	46.95	48	48	47.06	0.89	0.26	0.24	NA	NA	NA
44833at3193	Complete	NC_057922.1	5250032	5284872	+	800.1	558	https://www.orthodb.org/v10?query=44833at3193	uncharacterized aarF domain-containing protein kinase At1g71810, chloroplastic isoform X1	54.29	56	57	55.58	1.06	0.28	0.29	NA	NA	NA
45013at3193	Complete	NC_057923.1	64083017	64090932	+	540.4	456	https://www.orthodb.org/v10?query=45013at3193	serine/threonine-protein kinase haspin homolog	58.73	59	59	58.8	1.12	0.29	0.3	NA	NA	NA
45095at3193	Complete	NC_057919.1	27245140	27287896	-	800	438	https://www.orthodb.org/v10?query=45095at3193	HAD superfamily	48.64	50	52	49.47	0.94	0.27	0.26	NA	NA	NA
45207at3193	Complete	NC_057924.1	4291377	4296564	+	793.6	480	https://www.orthodb.org/v10?query=45207at3193	Ubiquitin fusion degradation protein UFD1	68.39	68	68	68.32	1.3	0.31	0.35	NA	NA	NA
45227at3193	Complete	NC_057919.1	35045407	35108753	-	576.9	397	https://www.orthodb.org/v10?query=45227at3193	Pentatricopeptide repeat-containing protein	49.89	50	48	49.94	0.95	0.27	0.26	NA	NA	NA
45799at3193	Complete	NC_057919.1	19051866	19062665	+	820.8	462	https://www.orthodb.org/v10?query=45799at3193	methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	57.7	58	54	57.74	1.1	0.29	0.3	NA	NA	NA
46068at3193	Complete	NC_057918.1	20107170	20133168	+	638.9	461	https://www.orthodb.org/v10?query=46068at3193	Mediator of RNA polymerase II transcription subunit 17	66.94	66	65	66.93	1.27	0.31	0.35	NA	NA	NA
46074at3193	Complete	NC_057920.1	19342528	19425547	+	763.8	458	https://www.orthodb.org/v10?query=46074at3193	CTLH, C-terminal LisH motif	58.03	59.5	58	59.97	1.14	0.29	0.31	NA	NA	NA
46145at3193	Complete	NC_057926.1	57129417	57148115	+	744.5	458	https://www.orthodb.org/v10?query=46145at3193	pentatricopeptide repeat-containing protein At5g38730	60.18	60	59	60.31	1.15	0.29	0.31	NA	NA	NA
46242at3193	Complete	NC_057924.1	54317428	54358605	+	650.9	452	https://www.orthodb.org/v10?query=46242at3193	protein misato homolog 1 isoform X1	60.29	60	62	59.96	1.14	0.29	0.31	NA	NA	NA
46320at3193	Complete	NC_057921.1	65811108	65820311	+	808.3	502	https://www.orthodb.org/v10?query=46320at3193	probable plastid-lipid-associated protein 14, chloroplastic	66.18	65	65	65.85	1.25	0.31	0.34	NA	NA	NA
46404at3193	Complete	NC_057920.1	60658466	60660358	+	899	529	https://www.orthodb.org/v10?query=46404at3193	pentatricopeptide repeat-containing protein At2g03880, mitochondrial	48.43	48	48	48.46	0.92	0.26	0.25	NA	NA	NA
46855at3193	Complete	NC_057917.1	54052743	54055010	+	827.6	642	https://www.orthodb.org/v10?query=46855at3193	pentatricopeptide repeat-containing protein At5g12100, mitochondrial	55.31	56	53	55.3	1.05	0.28	0.29	NA	NA	NA
47066at3193	Complete	NC_057921.1	43132852	43134846	-	850.2	534	https://www.orthodb.org/v10?query=47066at3193	pentatricopeptide repeat-containing protein At4g19890	65.55	66	66	65.64	1.25	0.31	0.34	NA	NA	NA
47174at3193	Complete	NW_025317350.1	517173	527074	+	691.3	475	https://www.orthodb.org/v10?query=47174at3193	RAP domain	47.65	47	45	47.53	0.9	0.26	0.25	NA	NA	NA
47310at3193	Complete	NC_057918.1	12382032	12384670	-	785.4	439	https://www.orthodb.org/v10?query=47310at3193	cytochrome P450 704B1	51.98	53	53	52.14	0.99	0.27	0.27	NA	NA	NA
47493at3193	Complete	NC_057921.1	50870517	50883045	-	790.4	441	https://www.orthodb.org/v10?query=47493at3193	glutamate--tRNA ligase, chloroplastic/mitochondrial	51.95	51	51	51.41	0.98	0.27	0.27	NA	NA	NA
47494at3193	Complete	NC_057917.1	78157986	78165543	+	622.3	416	https://www.orthodb.org/v10?query=47494at3193	2-succinylbenzoate--CoA ligase, chloroplastic/peroxisomal	52.48	54	48	52.52	1	0.27	0.27	NA	NA	NA
47507at3193	Complete	NC_057924.1	47793736	47846409	+	679.1	399	https://www.orthodb.org/v10?query=47507at3193	pentatricopeptide repeat-containing protein At3g59040	42.96	46	49	44.3	0.84	0.25	0.23	NA	NA	NA
47597at3193	Complete	NC_057916.1	14146916	14156265	-	787.3	417	https://www.orthodb.org/v10?query=47597at3193	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic	57.39	58	58	57.56	1.09	0.29	0.3	NA	NA	NA
47650at3193	Complete	NC_057916.1	79026214	79033856	+	865.7	531	https://www.orthodb.org/v10?query=47650at3193	ABC transporter B family member 28	65.33	66	66	65.46	1.24	0.31	0.34	NA	NA	NA
47754at3193	Complete	NC_057923.1	6515331	6525492	-	741.5	438	https://www.orthodb.org/v10?query=47754at3193	probable Ufm1-specific protease	43.72	45	45	43.86	0.83	0.25	0.23	NA	NA	NA
48106at3193	Complete	NC_057918.1	26948099	26962340	-	738.2	486	https://www.orthodb.org/v10?query=48106at3193	Zinc finger, CCCH-type	58.81	59	60	58.65	1.11	0.29	0.3	NA	NA	NA
48428at3193	Complete	NC_057924.1	52287482	52323667	+	489.7	346	https://www.orthodb.org/v10?query=48428at3193	protein RRNAD1 isoform X1	42.05	40	37	40.69	0.77	0.24	0.21	NA	NA	NA
48502at3193	Complete	NC_057924.1	58221248	58223521	+	897.8	577	https://www.orthodb.org/v10?query=48502at3193	Pentatricopeptide repeat-containing protein	52.52	53	54	52.53	1	0.27	0.27	NA	NA	NA
48588at3193	Complete	NC_057926.1	52893857	52926755	-	700.4	540	https://www.orthodb.org/v10?query=48588at3193	nicastrin	59.73	60	61	59.67	1.13	0.29	0.31	NA	NA	NA
48921at3193	Complete	NC_057919.1	70873949	70893747	+	706	413	https://www.orthodb.org/v10?query=48921at3193	Protoporphyrinogen oxidase	61.75	63	57	61.66	1.17	0.3	0.32	NA	NA	NA
49273at3193	Complete	NC_057917.1	56716611	56718689	+	660.1	526	https://www.orthodb.org/v10?query=49273at3193	pentatricopeptide repeat-containing protein At3g18020	63.35	63	63	63	1.2	0.3	0.33	NA	NA	NA
49334at3193	Complete	NC_057917.1	81544611	81567348	-	831.7	440	https://www.orthodb.org/v10?query=49334at3193	cytochrome P450 97B2, chloroplastic	51.93	52	48	51.74	0.98	0.27	0.27	NA	NA	NA
49491at3193	Complete	NC_057920.1	23504644	23514656	-	780.8	517	https://www.orthodb.org/v10?query=49491at3193	Leucine-rich repeat, cysteine-containing subtype	61.89	64	64	62.62	1.19	0.3	0.32	NA	NA	NA
49704at3193	Complete	NC_057916.1	35023521	35025188	+	662.2	431	https://www.orthodb.org/v10?query=49704at3193	pentatricopeptide repeat-containing protein At3g22670, mitochondrial	61.91	62	62	61.91	1.18	0.3	0.32	NA	NA	NA
49808at3193	Complete	NC_057917.1	78413593	78417177	+	807.3	457	https://www.orthodb.org/v10?query=49808at3193	4-coumarate--CoA ligase-like 1	58.31	60	61	58.46	1.11	0.29	0.3	NA	NA	NA
49937at3193	Complete	NC_057918.1	56491519	56506843	-	506.4	394	https://www.orthodb.org/v10?query=49937at3193	Conserved gene of unknown function 	51.57	52	52	51.54	0.98	0.27	0.27	NA	NA	NA
49953at3193	Complete	NW_025317441.1	38203	96818	-	618.8	372	https://www.orthodb.org/v10?query=49953at3193	Light-mediated development protein DET1	74.48	79	83	76.96	1.46	0.33	0.4	NA	NA	NA
50631at3193	Complete	NC_057922.1	66077222	66102083	-	751.1	450	https://www.orthodb.org/v10?query=50631at3193	RNA helicase	53.24	53	60	53.11	1.01	0.28	0.28	NA	NA	NA
50679at3193	Complete	NC_057917.1	68885824	68898556	-	707.7	519	https://www.orthodb.org/v10?query=50679at3193	glyoxysomal processing protease, glyoxysomal	40.97	40	40	40.82	0.78	0.24	0.21	NA	NA	NA
50762at3193	Complete	NC_057919.1	59498362	59560754	-	897.9	522	https://www.orthodb.org/v10?query=50762at3193	AP-5 complex subunit mu	46.75	45	43	45.83	0.87	0.26	0.24	NA	NA	NA
51155at3193	Complete	NC_057922.1	34613163	34639233	-	738.7	452	https://www.orthodb.org/v10?query=51155at3193	Anaphase-promoting complex subunit 7	56.63	57	61	57.28	1.09	0.29	0.3	NA	NA	NA
51348at3193	Complete	NC_057923.1	5877081	5921603	+	1012.7	509	https://www.orthodb.org/v10?query=51348at3193	kelch domain-containing protein 4	47.9	48	47	47.9	0.91	0.26	0.25	NA	NA	NA
51562at3193	Complete	NC_057917.1	73814517	73824560	+	765.1	418	https://www.orthodb.org/v10?query=51562at3193	Cryptochrome/DNA photolyase, FAD-binding domain	63.24	64	66	63.8	1.21	0.3	0.33	NA	NA	NA
51750at3193	Complete	NC_057923.1	13000545	13019455	+	573.8	318	https://www.orthodb.org/v10?query=51750at3193	JmjC domain	44.58	47	47	45.37	0.86	0.26	0.24	NA	NA	NA
51868at3193	Complete	NC_057918.1	4973736	4989166	-	1050.8	591	https://www.orthodb.org/v10?query=51868at3193	pentatricopeptide repeat-containing protein At5g50280, chloroplastic	44.21	44	42	44.1	0.84	0.25	0.23	NA	NA	NA
52194at3193	Complete	NC_057919.1	25678811	25788015	-	792	436	https://www.orthodb.org/v10?query=52194at3193	Lysine--tRNA ligase	50	49	44	48.97	0.93	0.27	0.25	NA	NA	NA
52234at3193	Complete	NC_057918.1	14977501	15011878	+	730.2	436	https://www.orthodb.org/v10?query=52234at3193	Protein kinase domain	64.08	69	74	65.7	1.25	0.31	0.34	NA	NA	NA
52497at3193	Complete	NC_057918.1	3444322	3452257	-	798.4	436	https://www.orthodb.org/v10?query=52497at3193	ATPase, AAA-type, conserved site	46.34	46	46	46.23	0.88	0.26	0.24	NA	NA	NA
52837at3193	Complete	NC_057917.1	77053405	77093707	-	684.4	459	https://www.orthodb.org/v10?query=52837at3193	putative methyltransferase NSUN6	52.87	53	47	52.94	1.01	0.28	0.27	NA	NA	NA
52897at3193	Complete	NC_057926.1	8473269	8480671	+	1090.1	578	https://www.orthodb.org/v10?query=52897at3193	Translation initiation factor IF-2	41.54	41	41	41.57	0.79	0.24	0.22	NA	NA	NA
53003at3193	Complete	NC_057922.1	24648677	24677261	-	842.7	621	https://www.orthodb.org/v10?query=53003at3193	nucleolar complex protein 3 homolog	53	53	56	53.25	1.01	0.28	0.28	NA	NA	NA
53100at3193	Complete	NC_057921.1	62659545	62669703	+	454.9	297	https://www.orthodb.org/v10?query=53100at3193	Mitochondrial carrier domain superfamily	69.72	70	70	69.99	1.33	0.32	0.36	NA	NA	NA
53517at3193	Complete	NC_057926.1	34867248	34869095	+	861.1	510	https://www.orthodb.org/v10?query=53517at3193	Pentatricopeptide repeat-containing protein	58.94	59	59	58.93	1.12	0.29	0.31	NA	NA	NA
53741at3193	Complete	NC_057919.1	15587660	15592757	+	860.4	440	https://www.orthodb.org/v10?query=53741at3193	cytochrome c biogenesis protein CCS1, chloroplastic	57.2	58	65	57.39	1.09	0.29	0.3	NA	NA	NA
53767at3193	Complete	NC_057924.1	32558421	32640236	+	837.6	465	https://www.orthodb.org/v10?query=53767at3193	NAD(P)-binding domain	47.01	49	50	49.33	0.94	0.27	0.26	NA	NA	NA
53773at3193	Complete	NC_057922.1	52962994	52985293	+	695.2	408	https://www.orthodb.org/v10?query=53773at3193	ATP-dependent DNA helicase	47.92	48	48	47.91	0.91	0.26	0.25	NA	NA	NA
54177at3193	Complete	NC_057919.1	3400673	3433558	+	978.9	526	https://www.orthodb.org/v10?query=54177at3193	tRNA-dihydrouridine(47) synthase 	52.39	53	54	52.41	1	0.27	0.27	NA	NA	NA
54535at3193	Complete	NC_057920.1	64200374	64205547	-	730.4	493	https://www.orthodb.org/v10?query=54535at3193	putative pentatricopeptide repeat-containing protein At1g56570	66.28	64	63	65.81	1.25	0.31	0.34	NA	NA	NA
